283	214	442	253	Working	other
450	214	682	253	Experiences	other
249	313	260	341	∙	company
265	315	351	348	From	other
357	315	418	348	Jan	other
424	315	501	348	2020	other
517	315	551	348	to	other
558	315	621	348	Dec	other
628	315	705	348	2020	other
249	365	361	393	Position	other
576	364	690	392	Enginner	other
249	404	301	431	Job	other
306	404	461	431	Description	other
576	405	689	433	Software	other
693	405	779	433	project	other
785	405	864	433	leader	other
249	445	421	473	Organization	other
576	444	696	472	Samsung	other
701	444	806	472	Vietnam	other
811	444	895	472	Mobile	other
901	444	986	472	Center	other
991	444	1093	472	(SVMC)	other
284	580	470	619	Computer	other
478	580	583	619	Skills	other
249	714	418	753	Technical	other
426	714	514	753	skills	other
714	714	819	753	Years	other
827	714	862	753	of	other
714	765	927	804	experiences	other
1184	714	1255	747	Last	other
1262	714	1342	747	used	other
249	861	383	888	Operating	other
388	861	505	888	Systems	other
249	897	364	925	Windows	other
369	897	395	925	7,	other
400	897	426	925	8,	other
431	897	465	925	10	other
847	897	866	925	8	other
870	897	941	925	years	other
1231	897	1295	925	2020	other
249	934	318	962	Linux	other
843	934	884	962	0.5	other
889	934	945	962	year	other
1231	934	1295	962	2019	other
249	1012	432	1040	Programming	other
437	1012	586	1040	Languages	other
249	1086	327	1113	HTML	other
854	1086	872	1113	1	other
877	1086	934	1113	year	other
1231	1086	1295	1113	2018	other
249	1123	309	1150	CSS	other
854	1123	872	1150	1	other
877	1123	934	1150	year	other
1231	1123	1295	1150	2018	other
249	1160	309	1188	PHP	other
843	1160	884	1188	0.5	other
889	1160	945	1188	year	other
1232	1160	1297	1188	2016	other
249	1197	381	1225	JavaScript	other
249	1234	311	1262	Java	other
854	1234	872	1262	1	other
877	1234	934	1262	year	other
1231	1234	1295	1262	2020	other
249	1272	332	1299	C/C++	other
854	1272	872	1299	1	other
877	1272	934	1299	year	other
1231	1272	1295	1299	2016	other
249	1309	386	1336	Springboot	other
391	1309	523	1336	framework	other
843	1309	884	1336	0.3	other
889	1309	945	1336	year	other
1231	1309	1295	1336	2020	other
249	1346	380	1374	AngularJS	other
392	1346	525	1374	framework	other
843	1346	884	1374	0.3	other
889	1346	945	1374	year	other
1231	1346	1295	1374	2020	other
843	1198	884	1225	0.5	other
889	1198	945	1225	year	other
1233	1198	1297	1225	2018	other
249	1387	391	1415	Databases	other
249	1423	344	1451	MySQL	other
843	1423	884	1451	0.5	other
889	1423	945	1451	year	other
1231	1423	1295	1451	2020	other
249	1464	312	1492	Data	other
317	1464	529	1492	Communication	other
534	1464	662	1492	Networks	other
249	1542	448	1569	Methodologies	other
452	1542	504	1569	and	other
510	1542	589	1569	CASE	other
594	1542	671	1569	Tools	other
249	1578	314	1605	OOP	other
854	1578	872	1605	1	other
877	1578	934	1605	year	other
1231	1578	1295	1605	2019	other
249	1615	324	1643	Some	other
329	1615	418	1643	Design	other
423	1615	512	1643	pattern	other
